card_number,player_name,team_name,rarity_name,position,variant_type,is_autograph,is_numbered,print_run,product_name,season,source_verified
218,Marcin Bułka,OGC Nice,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
219,Maxime Dupé,OGC Nice,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
220,Ali Abdi,OGC Nice,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
221,Melvin Bard,OGC Nice,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
222,Moïse Bombito,OGC Nice,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
223,Jonathan Clauss,OGC Nice,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
224,Dante,OGC Nice,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
225,Badredine Bouanani,OGC Nice,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
226,Hicham Boudaoui,OGC Nice,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
227,Youssouf Ndayishimiye,OGC Nice,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
228,Pablo Rosario,OGC Nice,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
229,Morgan Sanson,OGC Nice,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
230,Jérémie Boga,OGC Nice,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
231,Mohamed-Ali Cho,OGC Nice,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
232,Sofiane Diop,OGC Nice,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
233,Evann Guessand,OGC Nice,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
234,Gaëtan Laborde,OGC Nice,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
235,Écusson,Paris FC,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
236,Obed Nkambadio,Paris FC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
237,Rémy Riou,Paris FC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
238,Thibault De Smet,Paris FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
239,Timothée Kolodziejczak,Paris FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
240,Moustapha Mbow,Paris FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
241,Tuomas Ollila,Paris FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
242,Mathys Tourraine,Paris FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
243,Adama Camara,Paris FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
244,Lohann Doucet,Paris FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
245,Ilan Kebbal,Paris FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
246,Maxime Lopez,Paris FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
247,Vincent Marchetti,Paris FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
248,Mathieu Cafaro,Paris FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
249,Alimami Gory,Paris FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
250,Pierre-Yves Hamel,Paris FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
251,Jean-Philippe Krasso,Paris FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
252,Julien López,Paris FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
253,Écusson,Paris Saint-Germain,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
254,Gianluigi Donnarumma,Paris Saint-Germain,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
255,Matvey Safonov,Paris Saint-Germain,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
256,Lucas Beraldo,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
257,Achraf Hakimi,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
258,Lucas Hernandez,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
259,Marquinhos,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
260,Nuno Mendes,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
261,Willian Pacho,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
262,João Neves,Paris Saint-Germain,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
263,Fabián Ruiz,Paris Saint-Germain,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
264,Vitinha,Paris Saint-Germain,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
265,Warren Zaïre-Emery,Paris Saint-Germain,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
266,Bradley Barcola,Paris Saint-Germain,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
267,Ousmane Dembélé,Paris Saint-Germain,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
268,Désiré Doué,Paris Saint-Germain,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
269,Khvicha Kvaratskhelia,Paris Saint-Germain,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
270,Gonçalo Ramos,Paris Saint-Germain,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
271,Écusson,Stade Rennais FC,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
272,Gauthier Gallon,Stade Rennais FC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
273,Brice Samba,Stade Rennais FC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
274,Lorenz Assignon,Stade Rennais FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
275,Hans Hateboer,Stade Rennais FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
276,Jérémy Jacquet,Stade Rennais FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
277,Anthony Rouault,Stade Rennais FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
278,Adrien Truffert,Stade Rennais FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
279,Christopher Wooh,Stade Rennais FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
280,Ludovic Blas,Stade Rennais FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
281,Djaoui Cissé,Stade Rennais FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
282,Seko Fofana,Stade Rennais FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
283,Jordan James,Stade Rennais FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
284,Azor Matusiwa,Stade Rennais FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
285,Kyōgo Furuhashi,Stade Rennais FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
286,Arnaud Kalimuendo,Stade Rennais FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
287,Kazeem Olaigbe,Stade Rennais FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
288,Musa Al-Taamari,Stade Rennais FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
289,Écusson,RC Strasbourg Alsace,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
290,Alaa Bellaarouch,RC Strasbourg Alsace,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
291,Karl-Johan Johnsson,RC Strasbourg Alsace,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
292,Gerzino Nyamsi,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
293,Abakar Sylla,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
294,Lamine Koné,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
295,Petko Hristov,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
296,Dilane Bakwa,RC Strasbourg Alsace,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
297,Nordine Kandil,RC Strasbourg Alsace,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
298,Habib Diallo,RC Strasbourg Alsace,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
299,Emanuel Emegha,RC Strasbourg Alsace,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
300,Tom Lacoux,RC Strasbourg Alsace,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
301,Racine Coly,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
302,Rodrigue Casimir Ninga,RC Strasbourg Alsace,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
303,Ismaël Doukouré,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
304,Maxime Le Marchand,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
305,Giovani Lo Celso,RC Strasbourg Alsace,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
306,Sanjin Prcić,RC Strasbourg Alsace,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
307,Écusson,Toulouse FC,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
308,Guillaume Restes,Toulouse FC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
309,Brice Wembangomo,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
310,Rasmus Nicolaisen,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
311,Logan Costa,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
312,Gabriel Suazo,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
313,Mikkel Desler,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
314,Warren Kamanzi,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
315,Vincent Sierro,Toulouse FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
316,Stijn Spierings,Toulouse FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
317,Branco van den Boomen,Toulouse FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
318,Fares Chaïbi,Toulouse FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
319,Yann Gboho,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
320,Thijs Dalling,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
321,Frank Magri,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
322,Rafael Ratão,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
323,Zakaria Aboukhlal,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
324,Esteban Lepaul,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
325,Gianluigi Donnarumma,Paris Saint-Germain,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
326,Lucas Chevalier,LOSC Lille,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
327,Gerónimo Rulli,Olympique de Marseille,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
328,Radosław Majecki,AS Monaco,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
329,Marcin Bułka,OGC Nice,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
330,Marquinhos,Paris Saint-Germain,Totem,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
331,Dante,OGC Nice,Totem,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
332,Leonardo Balerdi,Olympique de Marseille,Totem,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
333,Brice Samba,Stade Rennais FC,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
334,Hervé Koffi,RC Lens,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
335,Lucas Perri,Olympique Lyonnais,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
336,Marco Bizot,Stade Brestois 29,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
337,Philipp Köhn,AS Monaco,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
338,Alban Lafont,FC Nantes,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
339,Marco Bizot,Stade Brestois 29,Totem,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
345,Ousmane Dembélé,Paris Saint-Germain,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
346,Bradley Barcola,Paris Saint-Germain,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
347,Khvicha Kvaratskhelia,Paris Saint-Germain,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
348,Désiré Doué,Paris Saint-Germain,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
349,Mason Greenwood,Olympique de Marseille,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
350,Edon Zhegrova,LOSC Lille,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
351,Maghnes Akliouche,AS Monaco,Crack,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
352,Mika Biereth,AS Monaco,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
353,Malick Fofana,Olympique Lyonnais,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
354,Georges Mikautadze,Olympique Lyonnais,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
355,Eliesse Ben Seghir,AS Monaco,Crack,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
356,Ayyoub Bouaddi,LOSC Lille,Crack,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
357,Amine Gouiri,Olympique de Marseille,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
358,Kyōgo Furuhashi,Stade Rennais FC,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
359,Andy Diouf,RC Lens,Crack,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
360,Esteban Lepaul,Angers SCO,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
365,Gianluigi Donnarumma,Paris Saint-Germain,Megacrack,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
366,Ousmane Dembélé,Paris Saint-Germain,Megacrack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
367,Marquinhos,Paris Saint-Germain,Megacrack,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
368,Lucas Chevalier,LOSC Lille,Megacrack,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
369,Maghnes Akliouche,AS Monaco,Megacrack,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
370,Mason Greenwood,Olympique de Marseille,Megacrack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
371,Paris Saint-Germain,Paris Saint-Germain,Invincible Mythique,,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
372,AS Monaco,AS Monaco,Invincible Mythique,,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
373,Benjamin André,LOSC Lille,Momentum,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
374,Gerónimo Rulli,Olympique de Marseille,Momentum,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
375,Thilo Kehrer,AS Monaco,Momentum,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
376,Dante,OGC Nice,Momentum,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
377,Vitinha,Paris Saint-Germain,Momentum,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
378,Désiré Doué,Paris Saint-Germain,Panini Extra Gold,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
379,Gianluigi Donnarumma,Paris Saint-Germain,Ange Gardien,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
380,Lucas Chevalier,LOSC Lille,Ange Gardien,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
381,Gerónimo Rulli,Olympique de Marseille,Ange Gardien,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
382,Marcin Bułka,OGC Nice,Ange Gardien,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
383,Achraf Hakimi,Paris Saint-Germain,Air Force,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
384,Bradley Barcola,Paris Saint-Germain,Air Force,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
385,Edon Zhegrova,LOSC Lille,Air Force,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
386,Mason Greenwood,Olympique de Marseille,Air Force,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
390,Ousmane Dembélé,Paris Saint-Germain,Diamant,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
391,Bradley Barcola,Paris Saint-Germain,Diamant,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
392,Désiré Doué,Paris Saint-Germain,Diamant,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
393,Khvicha Kvaratskhelia,Paris Saint-Germain,Diamant,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
394,Maghnes Akliouche,AS Monaco,Diamant,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
395,Eliesse Ben Seghir,AS Monaco,Diamant,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
396,Edon Zhegrova,LOSC Lille,Diamant,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
397,Malick Fofana,Olympique Lyonnais,Diamant,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
400,Ayyoub Bouaddi,LOSC Lille,Influenceur,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
401,Warren Zaïre-Emery,Paris Saint-Germain,Influenceur,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
402,Désiré Doué,Paris Saint-Germain,Influenceur,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
403,Eliesse Ben Seghir,AS Monaco,Influenceur,milieu,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
405,Lucas Chevalier,LOSC Lille,Expert,gardien,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
406,Marquinhos,Paris Saint-Germain,Expert,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,partial
LE-AR,Adrien Rabiot,Olympique de Marseille,Édition Limitée,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-MB,Mike Biereth,AS Monaco,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-MAQ,Marquinhos,Paris Saint-Germain,Édition Limitée,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-GMK,George Mikautadze,Olympique Lyonnais,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-GRU,Gerónimo Rulli,Olympique de Marseille,Édition Limitée,gardien,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-TK,Thilo Kehrer,AS Monaco,Édition Limitée,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-VIT,Vitinha,Paris Saint-Germain,Édition Limitée,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-CT,Corentin Tolisso,Olympique Lyonnais,Édition Limitée,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-MG,Mason Greenwood,Olympique de Marseille,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-JCL,Jonathan Clauss,OGC Nice,Édition Limitée,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-BBA,Bradley Barcola,Paris Saint-Germain,Édition Limitée Platinum,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-FM,Facundo Medina,RC Lens,Édition Limitée Premium,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-VRO,Valentin Rongier,Olympique de Marseille,Édition Limitée Premium,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-KKV,Khvicha Kvaratskhelia,Paris Saint-Germain,Édition Limitée Premium,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-BSA,Brice Samba,Stade Rennais FC,Édition Limitée Premium,gardien,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-DAN,Dante,OGC Nice,Édition Limitée Premium Or,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-WZE,Warren Zaïre-Emery,Paris Saint-Germain,Édition Limitée Premium Or,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-SF,Seko Fofana,Stade Rennais FC,Édition Limitée Premium Or,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-EE,Emanuel Emegha,RC Strasbourg Alsace,Édition Limitée Premium Or,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-LCH,Lucas Chevalier,LOSC Lille,Édition Limitée Premium Or,gardien,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-DCC,Duje Ćaleta-Car,Olympique Lyonnais,Édition Limitée Premium Or,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-MAK,Maghnes Akliouche,AS Monaco,Édition Limitée Premium Or,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-DDO,Désiré Doué,Paris Saint-Germain,Édition Limitée Prodige Or,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-TM,Thomas Meunier,LOSC Lille,Édition Limitée Série Or,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-LP,Lucas Perri,Olympique Lyonnais,Édition Limitée Série Or,gardien,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-LB,Leonardo Balerdi,Olympique de Marseille,Édition Limitée Série Or,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
LE-OD,Ousmane Dembélé,Paris Saint-Germain,Édition Limitée Série Or,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2025-2026,2025-2026,true
