card_number,player_name,team_name,rarity_name,position,variant_type,is_autograph,is_numbered,print_run,product_name,season,source_verified
217,Écusson,Paris Saint-Germain,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
218,Gianluigi Donnarumma,Paris Saint-Germain,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
219,Arnau Tenas,Paris Saint-Germain,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
220,Lucas Beraldo,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
221,Achraf Hakimi,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
222,Lucas Hernandez,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
223,Marquinhos,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
224,Nuno Mendes,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
225,Milan Škriniar,Paris Saint-Germain,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
226,Danilo Pereira,Paris Saint-Germain,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
227,Manuel Ugarte,Paris Saint-Germain,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
228,Vitinha,Paris Saint-Germain,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
229,Warren Zaïre-Emery,Paris Saint-Germain,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
230,Bradley Barcola,Paris Saint-Germain,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
231,Ousmane Dembélé,Paris Saint-Germain,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
232,Randal Kolo Muani,Paris Saint-Germain,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
233,Lee Kang-in,Paris Saint-Germain,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
234,Gonçalo Ramos,Paris Saint-Germain,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
235,Écusson,Stade de Reims,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
236,Yehvann Diouf,Stade de Reims,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
237,Alexandre Olliero,Stade de Reims,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
238,Emmanuel Agbadou,Stade de Reims,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
239,Sergio Akieme,Stade de Reims,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
240,Thibault De Smet,Stade de Reims,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
241,Thomas Foket,Stade de Reims,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
242,Thérence Koudou,Stade de Reims,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
243,Joseph Okumu,Stade de Reims,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
244,Valentin Atangana,Stade de Reims,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
245,Reda Khadra,Stade de Reims,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
246,Marshall Munetsi,Stade de Reims,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
247,Amir Richardson,Stade de Reims,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
248,Teddy Teuma,Stade de Reims,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
249,Mohamed Daramy,Stade de Reims,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
250,Oumar Diakité,Stade de Reims,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
251,Junya Itō,Stade de Reims,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
252,Keito Nakamura,Stade de Reims,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
253,Écusson,Stade Rennais FC,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
254,Gauthier Gallon,Stade Rennais FC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
255,Steve Mandanda,Stade Rennais FC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
256,Désiré Doué,Stade Rennais FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
257,Warmed Omari,Stade Rennais FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
258,Arthur Theate,Stade Rennais FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
259,Adrien Truffert,Stade Rennais FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
260,Christopher Wooh,Stade Rennais FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
261,Ludovic Blas,Stade Rennais FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
262,Désiré Doué,Stade Rennais FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
263,Benjamin Bourigeaud,Stade Rennais FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
264,Enzo Le Fée,Stade Rennais FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
265,Azor Matusiwa,Stade Rennais FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
266,Baptiste Santamaria,Stade Rennais FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
267,Amine Gouiri,Stade Rennais FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
268,Arnaud Kalimuendo,Stade Rennais FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
269,Ibrahim Salah,Stade Rennais FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
270,Martin Terrier,Stade Rennais FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
271,Écusson,AS Saint-Étienne,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
272,Gautier Larsonneur,AS Saint-Étienne,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
273,Etienne Green,AS Saint-Étienne,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
274,Dennis Appiah,AS Saint-Étienne,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
275,Dylan Batubinsika,AS Saint-Étienne,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
276,Anthony Briançon,AS Saint-Étienne,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
277,Yvann Maçon,AS Saint-Étienne,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,true
278,Pierre Cornud,AS Saint-Étienne,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
279,Aimen Moueffek,AS Saint-Étienne,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
280,Benjamin Bouchouari,AS Saint-Étienne,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
281,Mathieu Cafaro,AS Saint-Étienne,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
282,Léo Pétrot,AS Saint-Étienne,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
283,Ibrahim Sissoko,AS Saint-Étienne,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
284,Lucas Stassin,AS Saint-Étienne,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
285,Zuriko Davitashvili,AS Saint-Étienne,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
286,Augustine Boakye,AS Saint-Étienne,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
287,Irvin Cardona,AS Saint-Étienne,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
288,Mathis Amougou,AS Saint-Étienne,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
289,Écusson,RC Strasbourg Alsace,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
290,Matz Sels,RC Strasbourg Alsace,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
291,Rémy Beau,RC Strasbourg Alsace,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
292,Dilane Bakwa,RC Strasbourg Alsace,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
293,Gerzino Nyamsi,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
294,Lamine Koné,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
295,Petko Hristov,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
296,Sanjin Prcić,RC Strasbourg Alsace,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
297,Racine Coly,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
298,Rodrigue Casimir Ninga,RC Strasbourg Alsace,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
299,Habib Diallo,RC Strasbourg Alsace,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
300,Ismaël Doukouré,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
301,Maxime Le Marchand,RC Strasbourg Alsace,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
302,Emanuel Emegha,RC Strasbourg Alsace,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
303,Tom Lacoux,RC Strasbourg Alsace,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
304,Nordine Kandil,RC Strasbourg Alsace,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
305,Giovani Lo Celso,RC Strasbourg Alsace,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
306,Mama Baldé,RC Strasbourg Alsace,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
307,Écusson,Toulouse FC,Écusson,écusson,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
308,Guillaume Restes,Toulouse FC,Base,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
309,Brice Wembangomo,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
310,Rasmus Nicolaisen,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
311,Warren Kamanzi,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
312,Vincent Sierro,Toulouse FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
313,Stijn Spierings,Toulouse FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
314,Mikkel Desler,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
315,Gabriel Suazo,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
316,Yann Gboho,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
317,Logan Costa,Toulouse FC,Base,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
318,Rhys Healey,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
319,Désiré Doué,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
320,Thijs Dallinga,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
321,Branco van den Boomen,Toulouse FC,Base,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
322,Frank Magri,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
323,Rafael Ratão,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
324,Zakaria Aboukhlal,Toulouse FC,Base,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
325,Jonathan David,LOSC Lille,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
326,Ousmane Dembélé,Paris Saint-Germain,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
327,Bradley Barcola,Paris Saint-Germain,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
328,Achraf Hakimi,Paris Saint-Germain,Crack,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
329,Alexandre Lacazette,Olympique Lyonnais,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
330,Pierre-Emerick Aubameyang,Olympique de Marseille,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
331,Brice Samba,RC Lens,Crack,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
332,Youssouf Fofana,AS Monaco,Crack,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
333,Folarin Balogun,AS Monaco,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
334,Marquinhos,Paris Saint-Germain,Crack,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
335,Gianluigi Donnarumma,Paris Saint-Germain,Crack,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
336,Warren Zaïre-Emery,Paris Saint-Germain,Crack,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
337,Lucas Chevalier,LOSC Lille,Crack,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
338,Rayan Cherki,Olympique Lyonnais,Crack,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
339,Elye Wahi,RC Lens,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
340,Khéphren Thuram,OGC Nice,Crack,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
341,Iliman Ndiaye,Olympique de Marseille,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
342,Takumi Minamino,AS Monaco,Crack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
343,Gianluigi Donnarumma,Paris Saint-Germain,Megacrack,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
344,Marquinhos,Paris Saint-Germain,Megacrack,défenseur,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
345,Jonathan David,LOSC Lille,Megacrack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
346,Alexandre Lacazette,Olympique Lyonnais,Megacrack,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
347,Brice Samba,RC Lens,Megacrack,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
348,Vitinha,Paris Saint-Germain,Megacrack,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
349,Paris Saint-Germain,Paris Saint-Germain,Invincible,,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
350,LOSC Lille,LOSC Lille,Invincible,,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
351,Ousmane Dembélé,Paris Saint-Germain,Diamant,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
352,Jonathan David,LOSC Lille,Diamant,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
353,Bradley Barcola,Paris Saint-Germain,Diamant,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
354,Rayan Cherki,Olympique Lyonnais,Diamant,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
355,Edon Zhegrova,LOSC Lille,Diamant,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
356,Folarin Balogun,AS Monaco,Diamant,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
357,Gianluigi Donnarumma,Paris Saint-Germain,Ange Gardien,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
358,Brice Samba,RC Lens,Ange Gardien,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
359,Lucas Chevalier,LOSC Lille,Ange Gardien,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
360,Marcin Bułka,OGC Nice,Ange Gardien,gardien,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
361,Warren Zaïre-Emery,Paris Saint-Germain,Influenceur,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
362,Ayyoub Bouaddi,LOSC Lille,Influenceur,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
363,Eliesse Ben Seghir,AS Monaco,Influenceur,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
364,Rayan Cherki,Olympique Lyonnais,Influenceur,milieu,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
365,Ousmane Dembélé,Paris Saint-Germain,Impact,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
366,Jonathan David,LOSC Lille,Impact,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
367,Pierre-Emerick Aubameyang,Olympique de Marseille,Impact,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
368,Alexandre Lacazette,Olympique Lyonnais,Impact,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
369,Dembélé & Barcola,Paris Saint-Germain,Duo de Choc,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
370,David & Zhegrova,LOSC Lille,Duo de Choc,attaquant,base,false,false,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-JD,Jonathan David,LOSC Lille,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-PEA,Pierre-Emerick Aubameyang,Olympique de Marseille,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-AH,Achraf Hakimi,Paris Saint-Germain,Édition Limitée,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-KD,Kevin Danso,RC Lens,Édition Limitée,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-YF,Youssouf Fofana,AS Monaco,Édition Limitée,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-GR,Gonçalo Ramos,Paris Saint-Germain,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-OD1,Ousmane Dembélé,Paris Saint-Germain,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-GH,Gauthier Hein,AJ Auxerre,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-AL,Alexandre Lacazette,Olympique Lyonnais,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-VIT,Vitinha,Paris Saint-Germain,Édition Limitée,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-BB,Benjamin Bourigeaud,Stade Rennais FC,Édition Limitée,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-EZ,Edon Zhegrova,LOSC Lille,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-JC,Jonathan Clauss,Olympique de Marseille,Édition Limitée,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-TM,Takumi Minamino,AS Monaco,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-MAQ,Marquinhos,Paris Saint-Germain,Édition Limitée,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-PLM,Pierre Lees-Melou,Stade Brestois 29,Édition Limitée,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-LY,Leny Yoro,LOSC Lille,Édition Limitée,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-BBA,Bradley Barcola,Paris Saint-Germain,Édition Limitée,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-AG,Aleksandr Golovin,AS Monaco,Édition Limitée Premium Or,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-JCT,Jean-Clair Todibo,OGC Nice,Édition Limitée Premium Or,défenseur,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-GD,Gianluigi Donnarumma,Paris Saint-Germain,Édition Limitée Premium Or,gardien,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-WZE,Warren Zaïre-Emery,Paris Saint-Germain,Édition Limitée Prodige Or,milieu,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
LE-OD2,Ousmane Dembélé,Paris Saint-Germain,Édition Limitée Platinum,attaquant,numbered,false,true,,Adrenalyn XL Ligue 1 2024-2025,2024-2025,partial
